Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7230","Emissions (N2O)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","004","Afghanistan","7273","Emissions (CO2)","6728","Grassland organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","0.0731","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2000","2000","3050","FAO TIER 1","kt","103.5958","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2001","2001","3050","FAO TIER 1","kt","103.5682","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2002","2002","3050","FAO TIER 1","kt","103.5682","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2003","2003","3050","FAO TIER 1","kt","103.5266","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2004","2004","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2005","2005","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2006","2006","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2007","2007","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2008","2008","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","0.073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2009","2009","3050","FAO TIER 1","kt","103.5128","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","0.0726","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2010","2010","3050","FAO TIER 1","kt","102.8816","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","0.0726","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2011","2011","3050","FAO TIER 1","kt","102.8816","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","0.0726","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2012","2012","3050","FAO TIER 1","kt","102.8816","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","0.0721","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2013","2013","3050","FAO TIER 1","kt","102.2504","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","0.0721","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2014","2014","3050","FAO TIER 1","kt","102.2504","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","0.072","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2015","2015","3050","FAO TIER 1","kt","102.145","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","0.0719","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2016","2016","3050","FAO TIER 1","kt","101.9872","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","0.072","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2017","2017","3050","FAO TIER 1","kt","102.0398","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","0.0706","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2019","2019","3050","FAO TIER 1","kt","100.0661","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","0.0705","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2020","2020","3050","FAO TIER 1","kt","99.9304","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","0.0705","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6727","Cropland organic soils","2021","2021","3050","FAO TIER 1","kt","99.9304","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2000","2000","3050","FAO TIER 1","kt","6.9376","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2001","2001","3050","FAO TIER 1","kt","6.9277","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2002","2002","3050","FAO TIER 1","kt","6.9277","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2003","2003","3050","FAO TIER 1","kt","6.9239","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2004","2004","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2005","2005","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2006","2006","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2007","2007","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2008","2008","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2009","2009","3050","FAO TIER 1","kt","6.9146","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2010","2010","3050","FAO TIER 1","kt","6.8924","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2011","2011","3050","FAO TIER 1","kt","6.9296","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2012","2012","3050","FAO TIER 1","kt","6.9296","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2013","2013","3050","FAO TIER 1","kt","6.9073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2014","2014","3050","FAO TIER 1","kt","6.9073","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2015","2015","3050","FAO TIER 1","kt","6.9036","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2016","2016","3050","FAO TIER 1","kt","6.8514","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","0.0024","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2017","2017","3050","FAO TIER 1","kt","6.8533","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","0.002","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7273","Emissions (CO2)","6728","Grassland organic soils","2019","2019","3050","FAO TIER 1","kt","5.7099","E","Estimated value",""
"GV","Emissions from Drained organic soils","008","Albania","7230","Emissions (N2O)","6728","Grassland organic soils","2020","2020","3050","FAO TIER 1","kt","0.002","E","Estimated value",""
